7, 82.10
8, 82.53
9, 82.65
7, 83.02
9, 82.98
9, 82.35
7, 82.39
8, 83.16
9, 82.87
7, 82.97
4, 81.93
7, 80.99
10, 83.11
8, 82.41
9, 82.85
4, 81.31
9, 82.81
7, 82.52
2, 67.13
8, 82.68
8, 82.72
8, 82.65
6, 82.85
6, 83.42
8, 82.30
9, 83.22
8, 82.56
4, 82.06
5, 80.20
8, 82.55
7, 82.39
7, 81.26
8, 82.58
3, 80.20
8, 82.64
7, 82.68
7, 82.56
8, 82.67
8, 83.16
10, 83.07
8, 82.49
8, 83.83
9, 82.10
8, 81.72
9, 83.88
8, 82.65
7, 82.52
9, 82.75
10, 83.05
7, 82.18
8, 82.38
4, 81.43
7, 80.97
9, 82.95
5, 81.57
8, 82.54
9, 83.06
9, 82.79
9, 82.71
5, 79.83
8, 82.16
7, 82.54
6, 83.60
6, 82.26
7, 82.68
8, 82.73
4, 82.40
8, 82.07
8, 82.71
9, 82.56
8, 82.07
7, 82.77
9, 82.81
8, 82.40
9, 82.10
9, 83.18
10, 82.81
9, 83.00
4, 81.84
6, 81.53
3, 80.95
9, 83.07
6, 81.23
9, 82.59
8, 82.36
1, 61.74
9, 83.14
3, 80.18
9, 83.32
7, 81.36
6, 81.87
8, 83.01
5, 80.34
6, 82.06
6, 82.98
8, 82.70
8, 82.78
7, 82.45
9, 82.34
8, 82.52
9, 82.82
9, 82.91
9, 82.37
8, 83.25
6, 81.38
8, 82.55
9, 82.45
9, 83.43
8, 82.79
9, 82.32
7, 82.29
9, 82.24
8, 82.82
9, 83.17
8, 82.84
8, 82.42
8, 81.99
7, 83.19
6, 80.98
5, 81.09
9, 83.27
9, 83.37
8, 83.70
8, 83.11
8, 82.46
9, 82.81
6, 82.76
8, 82.46
7, 82.20
9, 82.86
8, 82.90
9, 83.52
8, 82.15
8, 82.71
9, 83.07
6, 82.89
7, 81.88
1, 56.87
8, 81.99
9, 82.82
8, 82.57
9, 82.64
1, 64.97
6, 82.39
8, 82.74
8, 82.23
8, 82.40
9, 83.55
8, 83.16
8, 82.44
9, 82.57
7, 82.30
7, 82.45
7, 82.64
7, 82.30
8, 83.39
8, 82.87
7, 83.08
9, 83.21
4, 81.88
7, 83.03
10, 82.56
9, 82.42
5, 79.34
6, 82.30
7, 82.48
5, 80.63
4, 80.47
5, 79.83
8, 82.81
6, 80.82
8, 82.23
6, 82.56
6, 82.71
1, 59.00
9, 82.43
7, 82.82
8, 82.97
7, 82.18
8, 82.61
8, 82.64
3, 79.87
8, 82.81
7, 82.57
9, 83.33
6, 83.18
6, 83.61
9, 82.81
6, 82.86
3, 79.76
2, 71.78
10, 82.92
4, 82.01
9, 83.13
9, 82.97
8, 82.97
8, 82.29
8, 82.50
9, 83.12
9, 82.17
9, 82.89
8, 82.58
9, 82.53
8, 82.37
4, 82.42
4, 81.60
8, 83.09
5, 81.64
9, 82.90
9, 82.72
9, 82.86
1, 61.70
5, 80.98
8, 82.92
9, 83.45
9, 83.15
8, 82.27
9, 82.58
2, 69.02
4, 80.57
8, 82.77
10, 83.10
9, 83.04
7, 82.13
4, 82.01
9, 83.28
8, 82.67
8, 82.35
6, 82.66
8, 83.35
6, 82.50
9, 83.05
8, 82.61
8, 82.46
9, 83.27
7, 82.86
8, 82.50
6, 82.51
8, 82.26
5, 80.79
3, 75.34
8, 83.37
8, 82.61
6, 82.23
6, 82.62
4, 79.42
8, 82.33
6, 83.48
8, 82.55
7, 82.22
8, 82.59
7, 82.44
9, 83.22
6, 82.57
5, 80.98
3, 80.34
4, 82.24
2, 69.29
7, 82.36
7, 83.02
9, 83.09
9, 82.83
9, 82.42
5, 82.24
5, 79.96
9, 84.07
9, 83.03
7, 82.35
8, 82.77
8, 82.10
9, 83.63
7, 82.49
8, 82.92
8, 82.64
7, 82.87
8, 82.13
8, 82.84
8, 82.59
8, 82.51
8, 83.09
9, 83.02
8, 82.85
8, 82.69
9, 82.39
9, 82.78
7, 82.97
8, 82.75
8, 82.73
9, 82.83
6, 82.74
6, 80.94
7, 81.72
7, 82.96
9, 84.18
8, 82.27
8, 83.21
4, 81.22
9, 82.60
4, 82.34
9, 82.96
9, 82.95
4, 80.01
6, 82.80
9, 82.99
4, 80.84
8, 82.49
9, 82.94
8, 82.36
9, 82.68
7, 82.77
3, 82.46
8, 82.35
8, 82.55
9, 82.53
8, 82.06
8, 82.17
4, 82.24
9, 82.53
4, 79.74
6, 82.83
8, 82.33
9, 82.31
8, 82.70
9, 82.25
5, 81.25
5, 80.17
4, 81.04
8, 82.40
4, 81.87
2, 71.69
9, 82.17
7, 82.43
6, 81.15
8, 82.71
8, 82.24
9, 83.06
8, 82.83
8, 82.31
6, 82.16
8, 82.69
9, 82.44
9, 83.12
7, 82.51
7, 81.96
5, 79.61
7, 82.55
8, 83.23
9, 83.05
5, 80.73
8, 83.27
8, 82.78
6, 82.89
7, 82.49
5, 79.88
6, 81.40
7, 83.09
8, 82.87
8, 82.37
8, 82.51
7, 81.75
8, 82.07
2, 67.31
9, 82.47
9, 83.16
5, 80.20
8, 82.68
8, 82.40
8, 82.51
8, 82.36
8, 83.15
8, 82.23
5, 81.49
